id,created_at,content,tags
344,"2024-07-14 06:48:38.953579+00","매장이 깔끔하고 현미쌀식빵 맛있어요 단팥크림빵은 보룡제과나 성심당에 비해서 맛이나 가격이 좋진 않아요 그래도 다른빵 맛보러 또 가고싶습니다","[""sadness"", ""joy"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
345,"2024-07-14 06:48:44.394299+00","친절한 사장님 빵도 깔끔","[""trust"", ""anticipation"", ""joy""]"
346,"2024-07-14 06:48:48.054424+00","빵 맛있네요","[""anticipation"", ""joy""]"
347,"2024-07-14 06:48:54.674603+00",맛집,"[""trust"", ""anticipation"", ""joy""]"
348,"2024-07-14 06:48:58.958892+00","빵진짜 굿굿 잘먹었습니다","[""trust"", ""joy"", ""satisfaction""]"
349,"2024-07-14 08:48:31.890264+00",좋아요,"[""joy""]"
350,"2024-07-14 08:48:28.249173+00","종류가 너무 많이 없어서 아쉬웠어요","[""sadness""]"
351,"2024-07-14 06:49:16.533858+00",살랑만드괜춘해요버터링맛,"[""trust"", ""anticipation"", ""joy""]"
352,"2024-07-14 06:49:21.74693+00","저녁에 가니까 사비스도 챙겨주셨어요 빵도 맛있어요","[""anticipation"", ""sadness"", ""joy""]"
353,"2024-07-14 06:49:26.044058+00","여사장님 친절하세요
9시에 가니 갓구운 빵이 막 나오네요","[""trust"", ""anticipation"", ""joy""]"
354,"2024-07-14 06:49:32.605579+00","친절하고 빵도 맛있고 좋아요 예전에 서귀포 시내에 있던 돌하르방빵집 주인분들이 다시 하는 곳이라고 해서 중학교때 추억을 안고 방문 했어요 팥 들어간 단팥빵이랑 앙버터가 특히나 기가 막혀요 너무 달지도 않고 맛있습니다 그 외 빵들도 종류도 많고 맛있어요","[""trust"", ""anticipation"", ""joy"", ""nostalgia""]"
355,"2024-07-14 06:49:39.88874+00","비싸요 동네빵집아닌듯 맛음 그냥 평타","[""trust"", ""sadness"", ""joy"", ""anticipation"", ""surprise"", ""anger""]"
356,"2024-07-14 06:49:45.097124+00","친절하시고 빵도 맛나요","[""trust"", ""anticipation"", ""joy""]"
357,"2024-07-14 06:49:50.398438+00","매번 비건 쿠키만 구입하다 지인이 여기 케익이 맛있다고 해서 이번에 주문해봤어요 급하게 필요해 여유시간이 있는지 조심스레 여쭤봤는데 친절하고 예쁘신 진심 사장님의 깊은 배려로 지에게 케익 선물 할 수 있어서 너무너무 감사했어요 
솔직히 떡케익이어서 건강한 맛일 거라는 생각으로 인해 기대 안했거든요 와 근데 생각과는 너무 다르게 촉촉한 시트 부드러운 무스의 조화로 인해 사람들이 먹는 내내 맛있다 감탄하여 어깨가 으쓱하였습니다 진짜 앞으로는 여기만 올거에요 생일케익 말고도 특별한 기념일마다 몸 생각하며 맛나게 먹을 수 있을 것 같아요","[""trust"", ""sadness"", ""joy"", ""fear"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
358,"2024-07-14 06:49:57.482208+00","일단 사장님이 너무 친절하셔서 기분이 좋았습니다 그리고 제가 원하는 디자인을 대충 설명해도 다 알아들어서 뚝딱 만들어주셨어요
맛은 어른들도 좋아했고 아이들도 잘 먹어서 너무너무 만족합니다
행사가 있을때마다 케이크 주문할게요 💕","[""trust"", ""anticipation"", ""joy"", ""satisfaction""]"
359,"2024-07-14 06:50:01.902018+00","정말 너어무 만족해용 사장님께서 요구사항도 꼼꼼하게 너무 잘 들어주시고ㅠㅠ 다들 예쁘다고 엄청 만족하셨어용 맛은 진짜 진짜 최고구용 담에 무조건 또 주문할거에용  정말 감사합니다❤️","[""trust"", ""joy""]"
360,"2024-07-14 06:50:07.299618+00","너무너무 귀여워용❣️사장님 센스최고👍👍","[""trust"", ""joy""]"
361,"2024-07-14 06:50:12.53123+00","프로틴쿠키 존맛입니다 비건 밀크티와 찰떡인데 다팔려서 콜드브루 마셨는데 마찬가지로 찰떡 추천해요","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
362,"2024-07-14 06:50:18.959345+00","그냥 먹어두 맛있는 보틀케이크가 사장님 센스로 먹기아깝게 이뻐요ㅠㅠ사장님도 이쁘신데 ㅠㅠ비건이기 까지해서 요거에 비건디저트랑 시그니처 음료 마시면 행복한 포만감이ㅎㅎㅎ❤️ 천연식물성원료인 비건그래놀라까지 만드신다던데 그거랑 그릭요거트랑 같이먹을 생각하면  노형에 오래있어주세요👍","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
363,"2024-07-14 06:50:25.97467+00","칠순잔치 
2단쌀케잌 11만원주문했는데
먹으려니 물기 지르륵 ᆢ 쫀득전혀없고 
어른들 아무도 안먹고 모두버림
일반떡집 떡케익 싸고 맞있음","[""trust"", ""sadness"", ""joy"", ""fear"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
364,"2024-07-14 06:50:31.354379+00",맛있어요,"[""joy""]"
365,"2024-07-14 06:50:38.676041+00",아주좋아요,"[""joy""]"
366,"2024-07-14 06:50:44.266543+00","비건 카페가 있다는 것 자체가 감동 하지만 맛은 조금 아쉬워요  ㅠㅠ 시나몬향이 조금 튑니다","[""trust"", ""sadness"", ""joy"", ""fear"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
367,"2024-07-14 06:50:51.009196+00","너무 친절해요 ㅠㅠㅠㅠ","[""joy"", ""trust""]"
368,"2024-07-14 06:50:56.219359+00","친절하고 분위기도 좋았어요","[""trust"", ""anticipation"", ""joy""]"
369,"2024-07-14 06:51:01.64294+00","떡케이크비건디저트 파는 곳
보틀떡케이크랑 블루베리머핀비건 더치커피 전부다 맛있어요
사장님도 정말 친절하시고 재방문의사 있습니다","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
370,"2024-07-14 06:51:07.046742+00","비건 맛있었어요 ㅎㅎ","[""trust"", ""surprise"", ""joy""]"
371,"2024-07-14 06:51:14.469724+00","비건이 이용할 수 있어서 좋아요","[""trust"", ""anticipation"", ""joy""]"
372,"2024-07-14 06:51:21.123673+00",좋아요,"[""joy""]"
373,"2024-07-14 06:51:25.239556+00","노형 비건 카페 그날의 조각😀😀
건강을 생각한 제주 카페 추천
비건카페 비건 카페추천 제주노형카페 그날의조각 보틀케익 머핀 쿠키 사장님이뻐요","[""trust"", ""anticipation"", ""sadness"", ""joy""]"
374,"2024-07-14 06:51:30.374019+00","저번에 그래놀라 시식주셔서 먹어봤는데 너무 맛있어서 구매했어요 약간 비싸지만 식물성 천연재료로만 만든 비건 그래놀라라고 설명해주시더라구요 그릭요거트랑 찰떡입니다","[""trust"", ""anticipation"", ""surprise"", ""joy""]"
375,"2024-07-14 06:51:36.857324+00","귀엽고 자극적이지 않은 맛이에요","[""trust"", ""joy""]"
376,"2024-07-14 06:51:41.363082+00","서울에서는 비건카페나 비건식당이 많은데 제주에는 많이없어서 아쉬웠는데 가까운 시내에 비건카페가 생겨서 넘 좋아요 비건인거에 비해 가격도 좋고 맛도있어서 자주올거같아요 ㅎㅎㅎ","[""anticipation"", ""sadness"", ""joy""]"
377,"2024-07-14 06:51:46.285963+00","밋있는데 머핀이 너무 비싸요ㅠㅠ","[""trust"", ""sadness"", ""joy"", ""fear"", ""anticipation"", ""surprise"", ""disgust"", ""anger""]"
378,"2024-07-14 06:51:53.10381+00","비건빵과 음료가 있는 곳 방문한 날엔 비건음료 주문이 안 되서 시그니처 티를 주문했는데 맛있었어요 홍차를 좋아한다면 추천","[""trust"", ""anticipation"", ""joy""]"
379,"2024-07-14 06:51:59.692394+00","신제주에 비건 디저트가게가 생긴게 넘 좋넿용","[""anticipation"", ""surprise"", ""joy""]"
380,"2024-07-14 06:55:53.359384+00","소금빵 짱","[""anticipation"", ""joy"", ""trust""]"
381,"2024-07-14 06:55:58.825226+00",잘먹고가요,"[""joy""]"
382,"2024-07-14 06:56:05.947463+00","소금빵 진짜 맛있네요 다 맛있고 무엇보다 텀블러 가져가니 1000원이나 할인해주시니 너무 좋습니다 
저도 환경 생각하느라 늘상 텀블러 가지고 다니고 비닐봉투 안받는 사람인데이런 가게 만나면 너무 행복해요","[""anticipation"", ""happiness"", ""joy"", ""trust""]"
383,"2024-07-14 06:56:10.973996+00","빵 맛은 설명이 필요없을 정도로 훌륭해요 게다가 환경을 생각하는 마음까지 굿 
용기내 캠페인 참여하고 싶었으나집 근처에선 무조건 용기내 하고 있어요 여행자라 마땅한 용기가 없어서 아쉬웠어요","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
384,"2024-07-14 06:56:18.437304+00","너무 맛있고 사장님과 직원분 모두 친절하세요 이 가격과 이 맛은 수도권에서는 거의 불가능해요 ㅠ 특히 그린올리브 파이와 매콤한소시지 파이는 자다가도 생각나는 맛이에요 김녕 근처라면 꼭 930 정각에 들러 첫 손님으로 구매해보세요 전 두 번 방문 모두 첫 손님이었어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
385,"2024-07-14 06:56:25.772987+00","현지인 호스트가 인정한 맛집 ㅎ 넘나 기대되요 아침에 커피한잔이랑 ❤️","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
386,"2024-07-14 06:56:32.095077+00",굿,"[""joy""]"
387,"2024-07-14 06:56:39.684713+00","빵이 저렴하고 맛있어요","[""anticipation"", ""appreciation"", ""joy"", ""trust"", ""surprise""]"
388,"2024-07-14 06:56:44.821477+00","가성비 갑","[""joy"", ""trust""]"
389,"2024-07-14 06:56:49.498216+00","여기 소금빵 시나몬페이스트리 JMT","[""anticipation"", ""joy"", ""trust""]"
390,"2024-07-14 06:56:54.573698+00",좋아요,"[""joy""]"
391,"2024-07-14 06:56:59.52921+00","소금버터빵러버 신랑 덕분에 한번에 8개ㅋㅋ 
용기 지참 가능하시면 용기내 캠페인 꼭 참여하세요
일회용품 사용도 줄이고 할인도 받고👍","[""anticipation"", ""happiness"", ""joy"", ""trust"", ""surprise""]"
392,"2024-07-14 06:57:04.878941+00","맛있어요 꿀맛탱","[""anticipation"", ""joy"", ""trust""]"
393,"2024-07-14 06:57:12.36954+00","슈가스틱먹어보고 맛있어
차돌려서 다시가서 추가구매했어요
빵이 일찍 소진이라 아쉽지만
빵들이 대체적으로 다맛있네요","[""anticipation"", ""anger"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
394,"2024-07-14 06:57:18.260372+00","두시에 가니 빵이 없어요 ㅠㅠ
슈가스틱 남아있어서 사봤는데
이것도 맛있어요","[""joy"", ""sadness"", ""surprise""]"
395,"2024-07-14 06:57:24.183007+00","여행중에 이틀찾아 간곳입니다
가격 맛 나무랄곳이 없습니다
요즘 빵들 비싼데 비해 여긴 저렴하고 맛도있어요 우리동네에도 있었으면 좋겠어요 ㅠ
빵들이 담백하면하면서도 쫄깃해요
커피는 텀블러 가져가면 천원이나 할인해줍니다 담아갈것 가져가면 할인해줍니다","[""anticipation"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
396,"2024-07-14 06:57:28.776639+00","기본 빵집","[""joy""]"
397,"2024-07-14 06:57:32.877596+00","소금빵 없어서 요거 서왔는데 늠 맛있었어요","[""joy"", ""trust"", ""surprise""]"
398,"2024-07-14 06:57:38.590915+00","빵사들고 호텔로 출발","[""joy""]"
399,"2024-07-14 06:57:43.952271+00","n번째 방문 종류별로 먹다보니 늘 먹는건 정해지네요ㅋ 소금버터빵이랑 뺑오쇼콜라 할라피뇨치아바타는 갈때마다 사와요ㅎ 제주에 많은 베이커리맛집이 있지만 여기만큼 맛있고 가성비 좋은곳도 없는것 같아요 그리구 용기 가져가면 5프로 할인도 해주십니다👍","[""anticipation"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
400,"2024-07-14 06:57:48.308897+00","빵 가격 넘 착해요
소금버터빵 넘 맛있었어요 갓구운 빵 먹었더니 
저세상맛이에요","[""anticipation"", ""joy"", ""trust""]"
401,"2024-07-14 06:57:55.140287+00","여기 빵 싸고 맛있어요슈가스틱👍👍원픽은 소금빵인데 이날은 없어서ㅠㅠ","[""fear"", ""joy"", ""sadness""]"
402,"2024-07-14 06:58:02.145848+00","인생빵집ㅜㅜ 소금빵이랑 뺑오쇼콜라꼭드세요 두번드세요","[""anticipation"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
403,"2024-07-14 06:58:07.837408+00","1등으로 입장

기대한 올리브파이는 없어서 아쉽
하지만 갓나온 따끈한 빵들 다아
맛잇엇어요
특히 소금버터빵 따끈할때 커피와 먹는게 최고네요","[""surprise"", ""anticipation"", ""sadness"", ""joy""]"
404,"2024-07-14 06:58:11.784515+00","진짜 맛있어요  ㅎㅎ 
시나몬페스츄리 꼭 드세요 소금빵못먹은게 ㅇㅏ쉬워요 ㅠㅠ 흑 다음에 가게되면 꼭 먹어봐야지","[""joy"", ""sadness""]"
405,"2024-07-14 06:58:19.971871+00","유명해져서 곤란하지만 곁에 있어줘서 너무 감사한 빵집❣️","[""anticipation"", ""joy"", ""trust"", ""gratitude""]"
406,"2024-07-14 06:58:27.302239+00","빵이 다 맛있어요 인기 메뉴들이 빨리 팔려서 아쉬워요","[""anger"", ""trust"", ""joy"", ""sadness""]"
407,"2024-07-14 06:58:34.441336+00","갓 구운 소금버터빵 정말 최고에요 
페스츄리종류도 전부 다 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
408,"2024-07-14 06:58:39.901712+00","소금빵이랑 할라피뇨치즈치아바타가 너무너무 맛잇어요 ㅜㅠㅜㅠ 소금빵 최고","[""anticipation"", ""trust"", ""joy"", ""sadness""]"
409,"2024-07-14 06:58:46.550157+00","아침에  오픈런했는데   작은 매장내에 줄이 서있었어요 버터소금빵이 딱 제 앞에서  품잘되는걸 두눈으로 보고 속이쓰림 ㅠㅠ  빵은  너무 맛있어요  일정상  오후에 나오는 빵을 못먹어보고  아쉽게 돌아서네요 여기서 산 빵 다ㅠ맛있었어여","[""anticipation"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
410,"2024-07-14 06:58:51.72398+00","빵들이 대체로 한번에 먹기 좋은 사이즈라 남기는거 없이 먹기 좋았어요
할라피뇨는 꽤 매워요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
411,"2024-07-14 06:58:58.756576+00","가성비 베리굿","[""anticipation"", ""joy"", ""trust""]"
412,"2024-07-14 06:59:02.861914+00",맛있어요,"[""joy""]"
413,"2024-07-14 06:59:09.756063+00","소금버터빵 진리입니다ㅠㅠ","[""anticipation"", ""trust"", ""joy"", ""sadness""]"
414,"2024-07-14 06:59:16.997634+00","얼마나 맛있었는지 정신없이 먹어치우느라
사진이 한개도 없네요
가격 너무 착하고 맛도 너무 착하고
왜 일찌감치 재고소진이 되는지 알 것 같아요","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
415,"2024-07-14 06:59:21.139086+00",🤩,"[""joy""]"
416,"2024-07-14 06:59:29.396769+00","싸고 맛나요 기대했던 소금빵은 생각보다 투박했지만 맛있어요  빵집마다 조금씩 맛도 모양도 다른게 신기 ㅎㅎ 뭔가 딱 옛날 빵모양이라 귀여워요 ㅎㅎ 커피번도 맛있었어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
417,"2024-07-14 06:59:37.610001+00","오후에 갔더니 올리브치즈치아바타 뿐ㅠ
맛있음 이 집 모든 빵을 먹어보고 싶다","[""anticipation"", ""joy"", ""sadness""]"
418,"2024-07-14 06:59:43.609342+00","맛에 비해 가격이 너무 저렴합니다 커피도 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
419,"2024-07-14 06:59:50.972144+00","슈가스틱 시나몬패스츄리 맛깡패 소금버터빵 예약하고왔는데 기대돼요ㅠㅠ 앉은자리에서 순삭","[""anticipation"", ""joy"", ""trust""]"
420,"2024-07-14 06:59:56.298089+00","리뷰하기위해 일부러 재방문했습니다 싸고 맛있는 맛집 인증","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
421,"2024-07-14 07:00:01.70652+00",좋아요,"[""anticipation"", ""joy"", ""trust""]"
422,"2024-07-14 07:00:05.834327+00","진짜 여기는요 오픈런 해야합니다 갓나온 빵 진짜 맛있구요 감탄해가지고 돌아가는날 아침에 한번 더 들러서 먹은 곳입니다 5점만점에 솔직히 6점이고요 빵 먹고 배아픈적이 많았는데 이곳은 전혀 그렇지 않았습니다 커플분들 특히 여자친구분이 빵을 좋아한다면 무조건 모시고 가십시요 저는 은유리와 함께 너무 잘 먹고 왔습니다 다음번에 제주 가면 꼭 다시 들르겠습니다","[""anticipation"", ""anger"", ""joy"", ""trust"", ""surprise""]"
423,"2024-07-14 07:00:12.292218+00","먹고 뒤돌아서 다시 사러 갔지요","[""anger"", ""joy"", ""sadness""]"
424,"2024-07-14 07:00:17.089651+00","빵도 맛있고 가격도 착해요
감사합니다","[""joy"", ""gratitude""]"
425,"2024-07-14 07:00:22.993733+00","가성비 좋아요 모카번은 겉이 좀 바삭하네요","[""anticipation"", ""joy"", ""sadness"", ""disgust"", ""surprise""]"
426,"2024-07-14 07:00:27.087371+00","빵 너무너무 맛있어요","[""anticipation"", ""joy"", ""trust""]"
427,"2024-07-14 07:00:31.208307+00",맛있어요,"[""joy""]"
428,"2024-07-14 07:00:36.019998+00","마감시간거의다되서가서종류가없어아쉬웠어요ㅎ
다음번빨리가보려구요","[""anticipation"", ""joy"", ""sadness""]"
429,"2024-07-14 07:00:41.132067+00",좋았어요,"[""joy"", ""trust""]"
430,"2024-07-14 07:00:46.508553+00",굿,"[""anticipation"", ""joy"", ""trust""]"
431,"2024-07-14 07:00:52.670039+00","김녕에 머무르며 두번째방문입니다
저 별로 빵 안좋아하는데 여기 빵집은 생각나는 빵집이네요 맛있습니다ㅠㅠ 또갈거예요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
432,"2024-07-14 07:00:58.712437+00","와 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘 맛있는거 아님 그린올리브패스츄리 진짜 다이슨처럼 흡입함 ㅠㅠ 뭔데 왜 이렇게 맛있는데 이거 사러 또 가야겠음ㅠㅠ 제주도에서 이미칀맛에 이가격이면❤
글구화장실이 사실 넘 급해서 죽는줄 알았는데 친절히 안내해주셔서 거기서 참으루 맘이 좋았던❤시나몬롤도 잘먹었져용❤❤","[""anticipation"", ""joy"", ""sadness"", ""trust"", ""surprise""]"
433,"2024-07-14 07:01:05.674332+00",맛집맛집맛집,"[""anticipation"", ""joy"", ""trust""]"
434,"2024-07-14 07:01:10.595058+00",맛있어요,"[""joy""]"
435,"2024-07-14 07:01:16.708306+00",맛나요,"[""joy""]"
436,"2024-07-14 07:01:23.710574+00","완전 좋아요 맛있고 가격도 좋고 제주가면 매번 갈려구요","[""anticipation"", ""happiness"", ""joy"", ""trust""]"
437,"2024-07-14 07:01:30.689556+00",존맛탱구리,"[""anticipation"", ""joy"", ""trust""]"
438,"2024-07-14 07:01:34.700219+00","빵 정말 맛있어요 제주여행 김녕에 머무르는 동안 매일 갔어요😊 개인적으로 그린올리브 소금버터빵 시나몬페이스트리 추천ㅎㅐ요 사실 다 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
439,"2024-07-14 07:01:41.809937+00","빵이 고소하고 맛이 좋음","[""anticipation"", ""delight"", ""joy"", ""trust""]"
440,"2024-07-14 07:01:45.650913+00","하나하나 다 맛있오요ㅠㅠ 아침일찍가서 사왔는데 빵 따뜻할때먹으니까 너무맛있고 빵냄새 장난아님 완전 기분좋아지는 냄새","[""anticipation"", ""joy"", ""trust""]"
441,"2024-07-14 07:01:50.51751+00","소금버터빵 페이스트리 맛있어요
가격도 착하고 맛도 좋아서 두번 방문했어요","[""anticipation"", ""joy"", ""trust""]"
442,"2024-07-14 07:01:57.822017+00","김녕의 숨은보석과 같은 빵집 빵 너무맛있어요","[""anticipation"", ""joy"", ""sadness""]"
443,"2024-07-14 07:02:02.050147+00",최고,"[""joy""]"
444,"2024-07-14 07:02:07.692967+00","Soooooo goooood","[""joy""]"
445,"2024-07-14 07:02:11.719882+00","진짜 진짜 맛있어요
나만 알고싶은 맛집","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
446,"2024-07-14 07:02:15.757832+00","맛있는 빵이 가득♥","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
447,"2024-07-14 07:02:22.3339+00","한적한 김녕마을 돌아다니다 발견한 빵집 빵 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
448,"2024-07-14 07:02:28.50998+00","일단 가격이 너무착해서 너무좋았어요 혼자서 너무욕심부려서 잔뜩샀는데 냉동해서 먹긴했는데 바로 갓만든 빵으로 다시먹고싶네요
소금버터빵 너무 맛있었구 모카번도 짱이구 페이스트리도 또먹고싶어요콘도그도ㅎㅎ","[""anticipation"", ""greed"", ""joy"", ""trust"", ""surprise""]"
449,"2024-07-14 07:02:34.384+00","정말 소량의 빵만 남아서 당황했는데 맛있네요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
450,"2024-07-14 07:02:38.351363+00","맛있게 잘먹었어요","[""anticipation"", ""joy""]"
451,"2024-07-14 07:02:44.570719+00","빵4가지와 커피 먹었는데 넘 맛있어요
담에 또 오고 싶어요
짱짱","[""anticipation"", ""joy"", ""trust""]"
452,"2024-07-14 07:02:50.991194+00","담백하고 묵직한 빵","[""anticipation"", ""trust"", ""joy"", ""sadness""]"
453,"2024-07-14 07:02:56.975499+00","할라피뇨 치즈 치아바타 속재료 듬뿍이라 좋았어요","[""anticipation"", ""joy"", ""trust""]"
454,"2024-07-14 07:03:06.548808+00",맛있어요,"[""anticipation"", ""joy""]"
455,"2024-07-14 07:03:13.892615+00","담백하고 맛있었어요","[""trust"", ""joy"", ""sadness""]"
456,"2024-07-14 07:03:21.474688+00","이젠 커피도 여기서 마셔요
점점 빨라지는 마감 ㅠ  
늘 아쉬워요","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
457,"2024-07-14 07:03:28.951941+00","일부러 찾아라도 가야 할 김녕빵집
김녕빵집의 소금버터빵은 주말 귀차니즘도 잊게 만듦","[""anticipation"", ""joy"", ""sadness""]"
458,"2024-07-14 07:03:33.948749+00","할라피뇨 소시지 먹으면 띠용 해요
정말 맛있어","[""excitement"", ""joy"", ""trust""]"
459,"2024-07-14 07:03:38.818168+00","전반적으로 다 맛있고 담백해요 가격도저렴하구 좋네요 소금버터빵최고","[""satisfaction"", ""anticipation"", ""joy"", ""trust""]"
460,"2024-07-14 07:03:44.846781+00","이렇게 착한 가격으로 이렇게 맛있게 만들 수 있는건가요 정말 대단하십니다 기대 안했는데 커피도 맛있네요 굿","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
461,"2024-07-14 07:03:51.176299+00","소금버터빵 맛나요 많이 못사서 속상해요마늘 페이스트리도 맛있고 ㅋㅋ대박 제주오면 꼭 들릴래요 ㅋ","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
462,"2024-07-14 07:03:58.2874+00","오늘은 남아 있는 빵이 많이 없네요 ㅠ
그래서 별 반 개 뺐어요","[""anger"", ""joy"", ""sadness""]"
463,"2024-07-14 07:04:02.720475+00","안 생길줄 알았어요 ㅋ
김녕에 빵집요
그런데 맛도 좋은 빵이 가격도 저렴해
조천에서 김녕까지 빵🍞 사러 다녀왔어요
소금버터빵 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
464,"2024-07-14 07:04:09.804999+00","빵이 엄청 촉촉하고 부드러워요 소금버터빵 모카번 두 개 샀는데 음 제가 빵을 마신 거 같아요순삭 🙄 다 먹고 포장해갈 빵 고르는 중 소금버터빵 제일 잘나간다는데 납득되는 맛입니다 😍","[""anticipation"", ""joy"", ""disgust"", ""trust"", ""surprise""]"
465,"2024-07-14 07:04:15.685511+00","저렴한 빵집  하지만 맛은 최고","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
466,"2024-07-14 07:04:22.052472+00","소금빵 최고","[""anticipation"", ""joy"", ""trust""]"
467,"2024-07-14 07:04:28.934638+00",빵진짜맛있어요ㅎㅎ,"[""anticipation"", ""joy""]"
468,"2024-07-14 07:04:34.35363+00","빵주문하면서 뒤늦게 아아 주문 신맛 좋아하신다면 드세요","[""anticipation"", ""joy"", ""trust""]"
469,"2024-07-14 07:04:39.438887+00","가격도 착하고 직원분들도 친절하세요 먹고픈 소세지빵은 품절이였지만 다른빵으로도 만족","[""anticipation"", ""joy"", ""trust""]"
470,"2024-07-14 07:04:43.473676+00","맛있어요 근처 바닷가에서 사진찍고 좋아요","[""love"", ""joy"", ""surprise""]"
471,"2024-07-14 07:04:50.024983+00","이 가격에 살 수 없는 빵들인데도 맛있고 저렴해서 감동입니다","[""anticipation"", ""joy"", ""sadness""]"
472,"2024-07-14 07:04:55.183328+00",소금빵,"[""anticipation"", ""joy"", ""trust""]"
473,"2024-07-14 07:05:01.596178+00","맛있네 맛있어
자꾸 먹고 싶어요","[""anticipation"", ""joy"", ""surprise""]"
474,"2024-07-14 07:05:06.714882+00","너무너무 맛있고 사장님들 정말 친절하고 좋아요🧡🧡 소금빵 맛있고 빵다저렴하고 소화도 잘 되고 맛있어요🙂","[""anticipation"", ""appreciation"", ""joy"", ""trust""]"
475,"2024-07-14 07:05:11.30259+00","빵을 좋아하지 않는 내가 요즘 자주 이용하는 김녕빵집
소금버터빵 팬이에요♥
크로와상도 정말 맛나고ㅎㅎ
가격도 착하고 사장님도  친절하시고 앞으로도 쭈욱변치말아주세요","[""anticipation"", ""appreciation"", ""love"", ""joy"", ""satisfaction"", ""trust"", ""surprise""]"
476,"2024-07-14 07:05:16.302677+00","조용한 마을에 있는 건강하고 실력있는 빵집","[""anticipation"", ""joy"", ""trust""]"
477,"2024-07-14 07:05:20.755815+00",좋아요,"[""joy"", ""trust""]"
478,"2024-07-14 07:05:26.128681+00","마늘빵 맛있어요 종류도 다양하네요","[""anticipation"", ""joy"", ""trust""]"
479,"2024-07-14 07:05:33.865153+00","빵맛있어요 친절하시구요 자주이용할께요","[""anticipation"", ""trust"", ""joy"", ""sadness""]"
480,"2024-07-14 07:05:37.989196+00","호두빵에 호두도 팥도 찾기힘들어요","[""fear"", ""anticipation"", ""anger"", ""joy"", ""sadness"", ""disgust"", ""trust"", ""surprise""]"
481,"2024-07-14 07:05:42.929125+00","한번씩 새로운 빵이 나와서 좋아요","[""anticipation"", ""joy"", ""trust""]"
482,"2024-07-14 07:05:50.613206+00","쏘쏘 빵집","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
483,"2024-07-14 07:05:57.916275+00","빵맛있고 가격 적당하네요감사합니다","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
484,"2024-07-14 07:06:05.080954+00","친절하고 빵 맛있어요","[""anticipation"", ""joy"", ""trust"", ""surprise""]"
485,"2024-07-14 07:06:11.574389+00",맛있어요,"[""anticipation"", ""joy""]"
486,"2024-07-14 07:06:17.924815+00","맛있고 엄청 친절하셔서 너무 좋았어요ㅎ","[""anticipation"", ""affection"", ""joy""]"
487,"2024-07-14 07:06:23.412861+00","새로운 빵도 많이 나와서 골라먹는 재미가 있고 빵도 맛있어요","[""anticipation"", ""joy"", ""trust""]"
488,"2024-07-14 07:06:29.275793+00",맛있어요,"[""anticipation"", ""joy""]"
489,"2024-07-14 07:06:33.268531+00",좋아요,"[""anticipation"", ""joy"", ""trust""]"
490,"2024-07-14 07:06:40.812096+00","길지롱이 너무 맛있어요 치즈케익도 너무 부드럽고 카스테라도 맛있게 잘 먹었습니다 바로 옆에사는데 인생빵집발견했네요 자주갈거같아요","[""anticipation"", ""joy"", ""sadness""]"
491,"2024-07-14 07:06:46.993011+00",맛있어요,"[""anticipation"", ""joy""]"
